         8418060 function calls (8265897 primitive calls) in 298.835 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:240(icmp)
        5    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1185(nrt_adapt_ndarray_to_python)
       40    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\containers.py:313(__init__)
      242    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:394(_get_global_type)
       11    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\npyimpl.py:153(store_data)
       25    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:234(decref)
      663    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:739(add_attribute)
        2    0.000    0.000    0.001    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\core\imputils.py:144(res)
      725    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:593(push_state)
     1499    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.001    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:2033(array_shape)
       60    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:488(remove_dels)
     2722    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     1056    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
      227    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\typeof.py:58(_typeof_buffer)
        9    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1301(return_none)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\tupleobj.py:140(getiter_unituple)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\numbers.py:120(int_divmod)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\numbers.py:63(int_divmod_signed)
     4702    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler.py:272(__getattr__)
       40    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:1464(build_definitions)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\bytecode.py:243(dump)
      325    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\module.py:21(_fix_metadata_operands)
       11    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\removerefctpass.py:23(_rewrite_function)
      185    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\module.py:7(__init__)
       39    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\passes.py:33(create_pass_manager_builder)
     5206    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:40(<genexpr>)
     4920    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
       18    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\npydecl.py:213(generic)
       35    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1325(inline_array)
     1320    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:25(__exit__)
       46    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:227(_end_current_block)
       19    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:283(err_clear)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:2080(enforce_no_phis)
      113    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1094(lock_type)
       24    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:17(get_array_index_type)
       14    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1281(if_object_ok)
        6    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:689(pair_first)
      491    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1476(get_definition)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler.py:282(_make_subtarget)
      364    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\functools.py:814(dispatch)
     1760    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:402(is_registered)
      112    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:294(descr)
        9    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\ast.py:30(parse)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:174(init_first_block)
      470    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:183(__init__)
       40    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:350(subtarget)
       83    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\module.py:79(get_function)
      296    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\npydecl.py:50(<listcomp>)
       12    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:460(as_data)
     4787    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
     1593    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:47(get_argument_type)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\dispatcher.py:56(fold_argument_types)
      122    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:298(op_LOAD_FAST)
      112    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:277(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\numbers.py:177(int_truediv_impl)
     2004    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\enum.py:348(__getitem__)
      718    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\packer.py:137(<genexpr>)
       23    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:229(_idom)
      151    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:411(get_null_value)
        9    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1160(make_none)
      191    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\misc.py:85(__init__)
      594    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\warnings.py:477(__exit__)
        4    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:396(apply)
     1585    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:262(typeof)
       52    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\npytypes.py:397(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\tqdm\std.py:1302(close)
       23    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:435(_find_immediate_dominators)
       13    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:611(<listcomp>)
       32    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\numbers.py:1226(literal_int_to_number)
      610    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\errors.py:217(__exit__)
        3    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ssa.py:117(_fresh_vars)
       11    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\runtime\context.py:68(meminfo_alloc_aligned)
       21    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:162(generic)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\slicing.py:151(slice_constructor_impl)
      342    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:1454(get_definition)
       22    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\slicing.py:15(fix_index)
     5418    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       29    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:307(declare_env_global)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:509(rewrite_semantic_constants)
       46    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:2085(<listcomp>)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\codegen.py:183(create_ir_module)
       15    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:1370(c_api_error)
      610    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\errors.py:202(__enter__)
       62    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:347(descr)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:158(post_dominators)
     4430    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\postproc.py:186(<genexpr>)
      437    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\bytecode.py:250(<genexpr>)
      610    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\errors.py:211(__init__)
     1320    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:21(__enter__)
       35    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\inspect.py:3020(bind)
       11    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\transforms.py:10(visit_Function)
      107    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:378(__init__)
      822    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\npydecl.py:189(<genexpr>)
      563    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\_utils.py:9(__init__)
        6    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\ufunc\array_exprs.py:188(apply)
       72    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\callconv.py:97(get_return_type)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler.py:485(define_nopython_lowering_pipeline)
     3666    0.001    0.000    0.001    0.000 {method 'index' of 'tuple' objects}
      139    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:1100(normalize_ir_text)
      890    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\numpy_support.py:85(from_dtype)
       24    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typed_passes.py:796(<listcomp>)
      190    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:104(union)
     1737    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:251(__hash__)
       67    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\transforms.py:15(visit_BasicBlock)
     1381    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:1146(get_inst)
      818    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:236(fixup)
       11    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:776(tuple_setitem)
     4255    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:46(args)
     1895    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:205(__new__)
       35    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\inspect.py:2889(_bind)
      437    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\bytecode.py:171(_fetch_opcode)
     2720    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\tqdm\std.py:164(colour)
        9    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\ast.py:153(fix_missing_locations)
       40    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\postproc.py:218(remove_dels)
      242    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\traceback.py:216(clear_frames)
        3    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:385(resolve_value_type_prefer_literal)
  935/928    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\abc.py:100(__subclasscheck__)
      563    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:87(__init__)
    124/9    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\ast.py:161(_fix)
       19    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cpu.py:41(create_module)
        1    0.000    0.000    0.001    0.001 C:\Users\migue\anaconda3\lib\site-packages\tqdm\std.py:1541(trange)
       60    0.001    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:503(_find_dominators_internal)
       89    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:476(get_argument_type)
       26    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\npydecl.py:129(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:574(from_data)
        1    0.000    0.000    0.001    0.001 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:904(__init__)
       20    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:124(emit_environment_object)
  543/249    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:102(traverse_types)
        3    0.000    0.000    0.001    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:108(return_exception)
     2070    0.001    0.000    0.001    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
